,favorite_count,retweeted,truncated,is_quote_status,in_reply_to_user_id,retweet_count,in_reply_to_status_id,id,lang,in_reply_to_status_id_str,quoted_status_id,id_str,full_text,source_url,in_reply_to_screen_name,favorited,possibly_sensitive,quoted_status_id_str,source,in_reply_to_user_id_str,author,author_id
10,2.0,False,False,True,,0.0,,1.2066060115340575e+18,es,,1.2060311202922947e+18,1206606011534057474,Esas feminazis son más intensas que los testigos de Jehová https://t.co/Kdl51RLgQl,http://twitter.com/download/android,,False,False,1206031120292294656,Twitter for Android,,IndigoyAzul,1107424133753786370
11,0.0,False,False,True,,0.0,,1.212214164850004e+18,es,,1.2120225978331136e+18,1212214164850003968,"Feminazi enferma, que el infeliz ese ponga primera y arranque,ya sabe lo que le espera https://t.co/5M7bDE7fUm",https://mobile.twitter.com,,False,False,1212022597833113600,Twitter Web App,,vpaulve,14781971
12,0.0,False,False,True,,0.0,,1.2038112334152253e+18,es,,1.2035337720518902e+18,1203811233415225350,La maldad les regresó a las FemiNazi como un boomerang https://t.co/TZYYrbhCpg,http://twitter.com/download/android,,False,False,1203533772051890176,Twitter for Android,,M633News,281719971
13,1.0,False,False,False,,0.0,,1.208145724879364e+18,es,,,1208145724879364100,"Si usted es FEMINAZI ⤵️
NO se le ocurra celebrar la Navidad
NI pedir Regalos.
Nosotros celebramos un Nacimiento No un aborto",http://twitter.com/download/android,,False,,,Twitter for Android,,tmiranda2178,2294877266
14,0.0,False,False,False,1.0890521040549683e+18,0.0,1.208773908423426e+18,1.209002719299674e+18,es,1208773908423426048,,1209002719299674112,@fachallica Creo que esta panda de feminazis pasan mucha hambre .../ https://t.co/SViUxIiWpA,http://twitter.com/download/iphone,fachallica,False,False,,Twitter for iPhone,1089052104054968320,JUANA__D__ARCO,445780075
15,14.0,False,False,False,,8.0,,1.204454451827884e+18,es,,,1204454451827884032,No hay mujer fea sino feminazi.,https://about.twitter.com/products/tweetdeck,,False,,,TweetDeck,,TodoEsJoda,172037769
16,6.0,False,False,False,1446831936.0,2.0,1.208097583727612e+18,1.2081534031861883e+18,es,1208097583727611904,,1208153403186188288,"@Solidaridad_PSN @LucianoRevoredo Pues uds harían bien en no enviar a nadie más a inmolarse donde los desubicaos de @RPPNoticias  y su feminazi PDR que ya advirtió, creo que ha comprado acciones de ese medio mermelero, o es que el dueño le da carta blanca para decidir que uds no van más.",http://twitter.com/download/iphone,Renovacion_Peru,False,,,Twitter for iPhone,1446831936,elvita,11417402
17,0.0,False,False,False,7.467396970288947e+17,0.0,1.2062457827659653e+18,1.2067127872563896e+18,es,1206245782765965313,,1206712787256389633,@politikcorrecta @olinguiito Esta niña suena a marioneta feminazi con grabación incluida 🤦‍♀️,http://twitter.com/download/android,politikcorrecta,False,,,Twitter for Android,746739697028894721,amsomore,213945041
18,0.0,False,False,False,,0.0,,1.2093061320298537e+18,es,,,1209306132029853697,FEMINAZIS HIPÓCRITAS!! https://t.co/oXpk4bMf6s,https://mobile.twitter.com,,False,False,,Twitter Web App,,jj_killuminati,993678998
19,270.0,False,False,False,98672389.0,16.0,1.2040705146685153e+18,1.2040705276037448e+18,es,1204070514668515329,,1204070527603744768,"... feminazi y chavista. Todos les salpica.

Ustedes dan miedo.",http://twitter.com/download/iphone,MiliberMancilla,False,,,Twitter for iPhone,98672389,MiliberMancilla,98672389
20,2.0,False,False,False,,1.0,,1.2099999041285857e+18,es,,,1209999904128585729,"Maldito el día en el que se crearon estas 3 nuevas
RAZAS:

- Ñengozos. 
- Feminazis.
- Maricones. (Cobardes que abusan y enfrentan a una mujer) 

Que mundo de mierda en el que estamos viviendo. 
Hasta mañana ""princesos"" y ""preciosas"".✌ https://t.co/Utl1WPtLpt",http://twitter.com/download/android,,False,False,,Twitter for Android,,pancholoco1111,1014315914467176448
21,1.0,False,False,False,233033221.0,0.0,1.2127362955224515e+18,1.2127365624102707e+18,es,1212736295522451457,,1212736562410270721,@elcomercio_peru Otra feminazi más,http://twitter.com/download/android,elcomercio_peru,False,,,Twitter for Android,233033221,GonzaMorx,75750988
22,0.0,False,False,False,429400896.0,0.0,1.2077076160272548e+18,1.2077093982163804e+18,es,1207707616027254785,,1207709398216380416,"@vanesavallejo3 Esas feminazis, solo tienen y destilan odio, eso es una doctrina de mierda, le carbonizan el cerebro!.",http://twitter.com/download/iphone,vanessavallej0,False,,,Twitter for iPhone,429400896,comercialgope,551954833
23,150.0,False,False,False,,75.0,,1.2099475681904271e+18,es,,,1209947568190427137,"Las feminazis son lo más machista que existe en la tierra, condenan a las mujeres que son independientes que se expresan, trabajan, son madres responsable y no apoyan su estupidez de movimiento en el que quieren trato preferencial por ser mujeres, ser mantenidas del gobierno",http://twitter.com/download/android,,False,,,Twitter for Android,,nayett,14973647
24,0.0,False,False,False,8225692.0,0.0,1.210278328197927e+18,1.210568080444838e+18,es,1210278328197926912,,1210568080444837890,"@eluniversocom Quien es capaz de piropiar a las feminazis. Eso si es ser puerco. Además en la hinchada barcelonista también hay mujeres. Estas feminazis son ridículas, ahora generalizando a la hinchada de un club deportivo.",http://twitter.com/download/android,eluniversocom,False,,,Twitter for Android,8225692,enrique_andrad,142554379
25,1.0,False,False,False,8.418814630501171e+17,1.0,1.2105600285723648e+18,1.210601271993852e+18,es,1210560028572364801,,1210601271993851904,"@Ximena41362253 @Sr_Churchill Muy buena ...ya no son ""feminazis""...ahora son ""femisimias""...🤣🤣🤣🤣",http://twitter.com/download/android,Ximena41362253,False,,,Twitter for Android,841881463050117120,hapomayta,317597547
26,0.0,False,False,False,20736511.0,0.0,1.2097127536797123e+18,1.209916517095297e+18,es,1209712753679712256,,1209916517095297032,@nayibbukele Las feminazis comentando en 3 2 1....,http://twitter.com/download/android,nayibbukele,False,,,Twitter for Android,20736511,JeyceGuerrero,282100760
27,3.0,False,False,False,,0.0,,1.2366576866342052e+18,es,,,1236657686634205184,"Le cogi fastidio a las feminazis, sorryyy",http://twitter.com/download/iphone,,False,,,Twitter for iPhone,,colibrirockero,421256136
28,3.0,False,False,False,188626410.0,0.0,1.2072903200415007e+18,1.207372043869737e+18,es,1207290320041500673,,1207372043869736962,"@kaguilar19 @diegovr29 @OscarUlloa88 Censurando las opiniones de los demás, pero después no quieren que les digan feminazis 🤣",http://twitter.com/download/android,kaguilar19,False,,,Twitter for Android,188626410,Jakkus_22,1301307134
29,0.0,False,False,False,442535702.0,0.0,1.2080859263600927e+18,1.208086753879511e+18,es,1208085926360092672,,1208086753879511041,"@alexandrahorler Sigue ahí, tienes condiciones. Vas a salir más empoderada que todas las flacas de facultades de sociales juntas, vas a salir con barrio, con calle. Ninguna de estas feminazis tiene eso por eso están refugiadas en sus facus con sus estudios de género y acción afirmativa.",https://mobile.twitter.com,alexandrahorler,False,,,Twitter Web App,442535702,elwholer,269929712
30,0.0,False,False,False,1072142575.0,0.0,1.206594948969173e+18,1.2066321772633702e+18,es,1206594948969172993,,1206632177263370242,@17Vane1117 Que pendejadas dicen estas feminazis,http://twitter.com/download/android,117____Vanee_17,False,,,Twitter for Android,1072142575,giovanso,619254047
31,0.0,False,False,True,,0.0,,1.2089865627232297e+18,es,,1.1968186360585748e+18,1208986562723229696,La primera parada de transporte público equipada con cristales anti feminazis. https://t.co/l9WsqEhoFN,http://twitter.com/download/android,,False,False,1196818636058574849,Twitter for Android,,adrianfm93,143247107
32,9.0,False,False,False,1864835456.0,2.0,1.2322992027865375e+18,1.2323010223973048e+18,es,1232299202786537478,,1232301022397304833,@WolffWaldo Y algunas idiotas feminazis quieren quemar la Catedral donde descansan sus restos. Estamos condenados,http://twitter.com/download/android,WolffWaldo,False,,,Twitter for Android,1864835456,pablitovelez,173473159
33,0.0,False,False,True,,0.0,,1.206922173195133e+18,es,,1.2069021409433764e+18,1206922173195132929,"Lo de feminazi es discutible porque si hay feministas que lo son, por ejemplo, el caso del hombre viejo y ciego entrando por error al vagón de solo mujeres en México. https://t.co/GCaLKgPjKJ",http://twitter.com/download/android,,False,False,1206902140943376385,Twitter for Android,,diaazyj,83645422
34,0.0,False,False,True,,0.0,,1.2092564505072067e+18,es,,1.2090919969016586e+18,1209256450507206657,Ni porque sea feminazi la hdsptm https://t.co/lee8tjs3cl,http://twitter.com/download/android,,False,False,1209091996901658624,Twitter for Android,,diegorobles14,198210224
35,0.0,False,False,False,2228816504.0,0.0,1.2116613692060713e+18,1.2118384614198845e+18,es,1211661369206071296,,1211838461419884545,"@PanAmPost_es 👏👏👏👏 No soy boliviana pero siento que esta mujer sí me representa, no las feminazis que andan por ahí mostrando sus partes íntimas, con pañuelo verde, haciendo espectáculos rídículos  para llamar la atención desde Chile hasta Colombia",http://twitter.com/download/android,PanAmPost_es,False,,,Twitter for Android,2228816504,GraceUnda,353454952
36,0.0,False,False,False,7.008540306968986e+17,0.0,1.2106788394221937e+18,1.2109671890055373e+18,es,1210678839422193664,,1210967189005537280,@colchadogui @reyreysincorona Troles defendiendo la insencibilidad de quienes deberían servir a los peruanos. Será pq las feminazis solo defienden al aborto y a los homos??,http://twitter.com/download/android,colchadogui,False,,,Twitter for Android,700854030696898560,MarcoSalazarxuz,908876933672296448
37,0.0,False,False,False,180977304.0,0.0,1.205283723886895e+18,1.205284803349758e+18,es,1205283723886895105,,1205284803349757954,"@thecrookedyxung @forgott3nvicky @remastered_sol Jajajaja, usa tu cerebro, entiende q ser feminazi no es cool, más bien es demostrar lo ignorante, bruta y manipulable q eres...🤦🤦",http://twitter.com/download/android,_absxl,False,,,Twitter for Android,180977304,LuisManuel617,45747623
38,0.0,False,False,False,633699509.0,0.0,1.210271827160961e+18,1.2103632057107333e+18,es,1210271827160961025,,1210363205710733313,"@kgomez028 Parece que las feminazis están desembarcando en Pma. Ojalá no lleve la ola que nos está ahogando en Argentina, Chile o Colombia. Los progres comunistas bancando económicamente a todos éstos movimientos con plata del narcotrafico para destruir países e imponer el zurdaje/dictadura",http://twitter.com/download/android,kgomez028,False,,,Twitter for Android,633699509,ileanagomezv,130607722
39,1.0,False,False,False,7.724533308325478e+17,0.0,1.209782083893244e+18,1.2099076413314621e+18,es,1209782083893243904,,1209907641331462145,"@SoniaVivasRive3 @msikusimakusi Pues haz como las feminazis, ponte un lacito, denuncia al Rey y hazte súbdita del mayordomo del chalet del Vicepresidente de ""Podemos"". Rebadeu quines pardaleries.",https://mobile.twitter.com,SoniaVivasRive3,False,,,Twitter Web App,772453330832547843,curro88823520,1165751346840121344
40,0.0,False,False,False,,0.0,,1.2103601279220695e+18,es,,,1210360127922069505,"Feminismo = Feminazis = Mongolicas!!!!
Todes??? Por favor!!!!!",http://twitter.com/download/iphone,,False,,,Twitter for iPhone,,Jorgeponcenavia,223722341
41,1.0,False,False,False,1297431181.0,0.0,1.2093232075824742e+18,1.2099628184701215e+18,es,1209323207582474240,,1209962818470121473,@Fercgas 🤣🤣🤣🤣🤣remera para volver locas (más de lo que estan) a las feminazis,http://twitter.com/download/android,KasperVonStout,False,,,Twitter for Android,1297431181,074Sakura,1378428522
42,1.0,False,False,False,,0.0,,1.206440616101589e+18,es,,,1206440616101588992,@DianaMayora ASÍ COMO TUS DELIRIOS FEMINAZIS? JAJAJJAJAJAJAJAJAJA. duermase.,http://twitter.com/download/android,,False,,,Twitter for Android,,Ckreenjay,620130313
43,0.0,False,False,True,,0.0,,1.2108799664239985e+18,es,,1.210816408709296e+18,1210879966423998470,Porque cuando imponen sobre la vida y la libertad de alguien más ahí serán feminazis. https://t.co/7ZnPqeMHHs,http://twitter.com/download/android,,False,False,1210816408709296129,Twitter for Android,,JhonPerruno,408016807
44,12.0,False,False,True,,5.0,,1.2074976345854894e+18,es,,1.2048495710058947e+18,1207497634585489408,"Las FEMINAZIS buscan ""igualdad"" dónde ya existe,donde hay VERDADERA DESIGUALDAD los emiratos árabes, Marruecos etc y xq no van allá??NO buscan igualdad sino PRIVILEGIOS y a mi MUJER NO ME REPRESENTAN!!
contra las FEMINAZIS..
#TodAsSomosLaResistencia !! https://t.co/QNuQ2BVm1m",https://mobile.twitter.com,,False,False,1204849571005894657,Twitter Web App,,flordelosmilag5,1064681021621370885
45,0.0,False,False,False,,0.0,,1.2115588132597064e+18,es,,,1211558813259706368,"Las mujeres en aras de la igualdad, deberían trabajar de linearas en la @CNEL_EP como los hombres. #Feminazis",http://twitter.com/download/android,,False,,,Twitter for Android,,jacvvader,261360396
46,7.0,False,False,False,,0.0,,1.2055211281790116e+18,es,,,1205521128179011586,"@VauquitaS Me ha pasado lo mismo. Lo sigo haciendo y seguiré, es mi manera de saber si es una MUJER o una feminazi resentida.",http://twitter.com/download/android,,False,,,Twitter for Android,,BauerDMont,789675786412359680
47,19.0,False,False,True,,5.0,,1.213929042841424e+18,es,,1.213924548984365e+18,1213929042841423872,"Cuando eres hombre y se te ocurrió tener una novia feminazi 😐

Descripción gráfica: https://t.co/YKQsDiRNXM",http://twitter.com/download/android,,False,False,1213924548984365057,Twitter for Android,,LaReinaDeNarnia,217287095
48,0.0,False,False,False,,0.0,,1.2027193927290962e+18,es,,,1202719392729096193,"Una feminazi me hizo quitar mi tula de una silla en el metro para acomodarse las medias, ¿qué es este tipo de violencia?",http://twitter.com/download/android,,False,,,Twitter for Android,,_epc10,2301843108
49,0.0,False,False,False,,0.0,,1.2069205474283848e+18,es,,,1206920547428384770,"Jajajajaja que sucede aquii 🤣🤣
que dicen las feminazis https://t.co/3oKk0LUiWV",http://www.facebook.com/twitter,,False,False,,Facebook,,DobleveOfficial,765120116
50,0.0,False,False,False,2998799470.0,0.0,1.2053355896519148e+18,1.2053357134972068e+18,es,1205335589651914752,,1205335713497206786,"@rmroclr urrr que nojo, webmamada de feminazi esquerdopata",http://twitter.com/download/android,rmroclr,False,,,Twitter for Android,2998799470,saswkess,751894574247837697
51,0.0,False,False,False,1.1412048107561861e+18,0.0,1.208055172737446e+18,1.2080578851813048e+18,es,1208055172737445888,,1208057885181304833,@kimamoncita @lua_jk @YouTubeMexico @KimberlyLoaiza_ @Juandedios_P Si ya como con esa canción Feminazi se a logrado mucho felicidades 😂😂😂,http://twitter.com/download/android,sofiavalder,False,,,Twitter for Android,1141204810756186113,Ruby_icela,864544650257977345
52,1.0,False,False,False,271758232.0,0.0,1.2073537069052436e+18,1.207373552099451e+18,es,1207353706905243649,,1207373552099450882,@BetoYr A todas esas feminazis se les acaba todo cuando es de pagar la cuenta ...,http://twitter.com/download/iphone,BetoYr,False,,,Twitter for iPhone,271758232,emiliomantillac,217344937
53,0.0,False,False,False,551586563.0,0.0,1.209192634872402e+18,1.209681912492675e+18,es,1209192634872401922,,1209681912492675072,@CaroHurtadoG @RoloConCulo @CristoAtado Feminazis descubren la paja,http://twitter.com/download/android,CaroHurtadoG,False,,,Twitter for Android,551586563,HoreG19,923722899806195712
54,0.0,False,False,True,,0.0,,1.210255819742335e+18,es,,1.2102550737979146e+18,1210255819742334978,"De lo parte la feminazi puede irse la casa de la gabardina, que manera de joder y hacerse notar con ridiculeces, a parte q la tipa es verdaderamente fea y debió sentirse alagada https://t.co/tJyNIWUTv5",http://twitter.com/download/android,,False,False,1210255073797914624,Twitter for Android,,granuja1980,227296762
55,23.0,False,False,True,,7.0,,1.2069240753749565e+18,es,,1.2067661133857874e+18,1206924075374956547,"Las feminazis quieren por poco que este chico vaya preso por su humor negro, porque eso es violencia y no libre expresión.
Una diputada provincial amenaza físicamente a un persona en concreto, y eso no es violencia si no libertad de expresión.
Hay confusión de conceptos https://t.co/51xCjJDiyK",http://twitter.com,,False,False,1206766113385787392,Twitter Web Client,,Looly84,197897129
56,19.0,False,False,True,,17.0,,1.2110691773495255e+18,es,,1.0189085197629809e+18,1211069177349525504,"HORROOOOOOR está casi calato con su gorro de policía y su diploma tapando su órgano genital. Ayyy y sus tetillas, quémenlo como a las feminazis que se quitan el brasier para protestar. 
#Sarcasm 
Pd. Doble moral everywhere https://t.co/2jj3CTSDw8",http://twitter.com/download/android,,False,False,1018908519762980866,Twitter for Android,,Alesfania,180230998
57,1.0,False,False,False,237066420.0,0.0,1.2106862073001943e+18,1.2107556668784517e+18,es,1210686207300194305,,1210755666878451712,"@CsarQ23 es la feminazi de @mariapaularomo cargo en el que rema para donde le conviene, su circulo de ridículas feminazis y menos se preocupa por disculparse con la ciudadanía por lo inservible que ha sido en el cargo que nosostros mismos pagamos ! Debes rendirte a quienes te alimentan.",http://twitter.com/download/android,CsarQ23,False,,,Twitter for Android,237066420,j_aldair11,179600125
58,6.0,False,False,False,192378571.0,1.0,1.2107336024696013e+18,1.2109121994028196e+18,es,1210733602469601280,,1210912199402819584,"@CarlosVerareal @Galois2807 Los halagos con piropos educados no deben molestar, hay muchísimas parejas q iniciaron su relación así, estamos en un tiempo en donde la #feminazis critican hasta al aire q las toca... Y eso está re mal.",http://twitter.com/download/android,CarlosVerareal,False,,,Twitter for Android,192378571,LeninSaguay,115055318
59,0.0,False,False,False,8.326862548734689e+17,0.0,1.2099056693709783e+18,1.2099836725244518e+18,es,1209905669370978304,,1209983672524451850,"@peru21noticias Y las feminazis? Se escondieron o qué fue? Esa sonrisa de oreja a oreja. Qué pena, ni en la prenvención ni en la punición están",https://mobile.twitter.com,peru21noticias,False,,,Twitter Web App,832686254873468929,elwholer,269929712
60,14.0,False,False,False,268635250.0,3.0,1.2109333765234237e+18,1.2110720806844867e+18,es,1210933376523423747,,1211072080684486657,"@gugaplaza @ecuavisa QUÉ ERES LOCA? Por qué mencionas el lugar de trabajo de ese señor solo porque no te guste su broma? No por nada les dicen FEMINAZIS, FEMILOCAS...",https://mobile.twitter.com,gugaplaza,False,,,Twitter Web App,268635250,KattySha__,256651733
61,0.0,False,False,True,,0.0,,1.20362760975992e+18,es,,1.2030742296437268e+18,1203627609759920128,Mostritas #Feminazi amenazando como ellas saben. https://t.co/NPYWWiqaVV,https://mobile.twitter.com,,False,False,1203074229643726849,Twitter Web App,,cyberlatinonews,376335971
62,8.0,False,False,False,1.0802627981045023e+18,0.0,1.2075041380719247e+18,1.2076994085587313e+18,es,1207504138071924737,,1207699408558731270,"@VaneOblitas1 @MilagrosLeivaG Atea y feminazi, ya para que responderle la bestialidad que escribe...",http://twitter.com/download/android,MorochaAmoroxa,False,,,Twitter for Android,1080262798104502272,Izokamen,333492770
63,0.0,False,False,False,118794370.0,0.0,1.2103426478539653e+18,1.2103488153347236e+18,es,1210342647853965313,,1210348815334723585,@mariapaularomo @PoliciaEcuador Felicitaciones pero no pida disculpa por una feminazi,http://twitter.com/download/android,mariapaularomo,False,,,Twitter for Android,118794370,firearquitecto,886772151528951808
64,1.0,False,False,False,67522128.0,0.0,1.208109641185538e+18,1.208160409510912e+18,es,1208109641185538048,,1208160409510912008,@Tiqui_Baquerizo @DrProChoice @emilioer @AvaFelix3 @GraceVegas90 Claro que si las niñas y niños por nacer nos  recuerdan el nacimiento del niño Jesús pero como las Feminazis trapo verde no creen en Dios como un rito satánico prefieren sacrificar inocentes y no lo vamos a permitir,http://twitter.com/download/android,Tiqui_Baquerizo,False,,,Twitter for Android,67522128,AnaContrerasF,318779854
65,1.0,False,False,True,,1.0,,1.2107129610959954e+18,es,,1.2100407214677238e+18,1210712961095995393,Se imaginan las feminazis!🤣🤣🤣 https://t.co/YvPniwNOa0,http://twitter.com/download/iphone,,False,False,1210040721467723778,Twitter for iPhone,,CsarSchouwe,388646240
66,0.0,False,False,False,,0.0,,1.2076617468628582e+18,es,,,1207661746862858240,Cada día vuelvo a ver otro video de las feminazis! Como son tan ridículas y locas vale! La gente pasa pena sola...,http://twitter.com/download/iphone,,False,,,Twitter for iPhone,,MariiaBritoArr,585174470
67,1.0,False,False,True,,0.0,,1.2045139847805215e+18,es,,1.2044122139826831e+18,1204513984780521472,Feminazi al cuete https://t.co/62ak2Tkd5R,http://twitter.com/download/android,,False,False,1204412213982683136,Twitter for Android,,ChalecoRagna,1193545330412965890
68,0.0,False,False,True,,0.0,,1.2074535468342764e+18,es,,1.2074130714524877e+18,1207453546834276358,Las feminazis del siglo XXI. Cualquier pendejada les parece una ofensa terrible: https://t.co/NZo3NlKY8h,http://twitter.com/download/iphone,,False,False,1207413071452487680,Twitter for iPhone,,PunoArdila,223291263
69,1.0,False,False,False,8.980127143747502e+17,0.0,1.2096873886765998e+18,1.209879346644689e+18,es,1209687388676599808,,1209879346644688896,@Vynylplayer Feminazi mariguanada!,http://twitter.com/download/iphone,Vynylplayer,False,,,Twitter for iPhone,898012714374750211,castillo_gye,200666859
70,3.0,False,False,True,,0.0,,1.2097286246912369e+18,es,,1.2094967245422428e+18,1209728624691236866,"Serán muy feminazis pero bien que arbolitos, regalos para las crías, odian el consumismo pero la foto pal face con ropita nueva y toda la cosa 🤷 https://t.co/8jFWT9m3W1",http://twitter.com/download/android,,False,False,1209496724542242816,Twitter for Android,,CARP1O,262783758
71,1.0,False,False,False,,1.0,,1.204535986971132e+18,es,,,1204535986971131911,"Fea, ladrona y para mas cagarla...ordinaria.
Que diferencia con la caballerosidad del ex presidente Macri...feminazi? https://t.co/CQkB9GfEK9",http://twitter.com/download/android,,False,False,,Twitter for Android,,cverdugon,1355687293
72,3.0,False,False,True,,5.0,,1.2106734049044316e+18,es,,1.2102855361972675e+18,1210673404904431624,"#FEMINAZIS unidas con propósitos #PROMUERTE trabajando para PLANNED PARENTHOOD 
#GeorgeSoros #ippf  #ONU #CIDH https://t.co/smJH0e2r4N",http://twitter.com/download/android,,False,False,1210285536197267456,Twitter for Android,,Astrea1014,273739728
73,0.0,False,False,True,,0.0,,1.2280715674495672e+18,es,,1.2280364731836662e+18,1228071567449567233,"me gusta mas esta version que la de las feminazis ,el zurdito capusotto me cabe https://t.co/epbvhA6o4z",https://mobile.twitter.com,,False,False,1228036473183666184,Twitter Web App,,afiladaok,1258285831
74,2.0,False,False,False,,1.0,,1.206528092837163e+18,es,,,1206528092837163009,"Voy hacer tutoriales para enseñarle a las que quieran saber   como bañar a un bebé, como hacer el biberon, como ponerle un pañal y como hacer arroz carne y frijoles.
Guachito de pollo con culantro y contar los 3 centavos  Porque con la generacion ""feminazi"" Sálvese quien pueda.",http://twitter.com/download/android,,False,,,Twitter for Android,,mariluvargas1_,560530249
75,0.0,False,False,False,1.066679730383061e+18,0.0,1.2103592540472156e+18,1.2107121157424128e+18,es,1210359254047215616,,1210712115742412800,@JSCC199 @astillerosguaya @mariapaularomo @PoliciaEcuador @caathytorres @MinGobiernoEc @ComunicacionEc Y ese lenguaje feminista que¡? cuanta doble moral en estas feminazis https://t.co/zhqBwiHBRT,http://twitter.com/download/android,CastSebas9,False,False,,Twitter for Android,1066679730383060992,Rodmel7BSC,422941720
76,1.0,False,False,False,,0.0,,1.2141788896579174e+18,es,,,1214178889657917448,"No todas las lesbianas odian a los hombres, me consta, las que odian a los hombres son solo las feminazis, que son un grupito minúsculo (pero ruidoso lamentablemente), a ese grupito hay que arriconarlas hasta meterlas en un galpón, cerrarlo con llave y luego quemarlo.",http://twitter.com/download/android,,False,,,Twitter for Android,,NesteaAdicto,97965656
77,2.0,False,False,True,,0.0,,1.2044706886246523e+18,es,,1.2044087562656154e+18,1204470688624652288,Esto no es feminismo es ser #Feminazi de mierda. https://t.co/nHCtWyvdHm,http://twitter.com/download/android,,False,False,1204408756265615360,Twitter for Android,,Juanpmendez,91779985
78,0.0,False,False,False,175273213.0,0.0,1.2058409147338179e+18,1.2084407951556198e+18,es,1205840914733817856,,1208440795155619841,@AgustinLaje Y luego se quejan de que las llamemos feminazis esto era lo que hacían los nazis en sus tiempos 🤔,http://twitter.com/download/android,AgustinLaje,False,,,Twitter for Android,175273213,DePrisyes,2450692282
79,0.0,False,False,False,8.608933679490417e+17,0.0,1.205880024290734e+18,1.2058810223253832e+18,es,1205880024290734081,,1205881022325383168,@DioCinicoXXX JAJAJAJJAJAJJAJAJA BRUJA FEMINAZI JAJAJJAJAJAJA Me encanta.,https://mobile.twitter.com,DioCinicoXXX,False,,,Twitter Web App,860893367949041665,temartinezz,158217528
80,0.0,False,False,False,,0.0,,1.2098908132133356e+18,es,,,1209890813213335558,Demasiadas #Feminazis por aquí 🤔,http://twitter.com/download/android,,False,,,Twitter for Android,,miguel_lalama,115931366
