,in_reply_to_status_id,quoted_status_id,quoted_status_id_str,id,is_quote_status,favorited,favorite_count,source,possibly_sensitive,in_reply_to_user_id,in_reply_to_status_id_str,truncated,retweet_count,retweeted,lang,source_url,full_text,in_reply_to_user_id_str,in_reply_to_screen_name,id_str,author,author_id
10,,,,1206710416585449472,False,False,3,Twitter Web App,,,,False,0,False,es,https://mobile.twitter.com,"Quienes dicen que a los del Arandina les han destrozado la vida, llaman a chicas para que les hagan felaciones de 3 en 3 y luego acostarse con ellas?
Dejando de lado la edad de ella,os parece normal la situación?
Igual ya hay que aparcar la fantasía del grupo de tíos con 1 mujer.",,,1206710416585449472,Albita,6720002
11,,,,1206672860502265856,False,False,0,Twitter for Android,,279649054.0,,False,0,False,es,http://twitter.com/download/android,@julia_otero Julitaaaaaaa!!!!!yo apoyo a los jugadores de la Arandina.,279649054,julia_otero,1206672860502265856,cabezuela1,290056465
12,1.2083740113963459e+18,,,1209062912976990209,False,False,4,Twitter Web App,,2201623465.0,1208374011396345856,False,1,False,es,https://mobile.twitter.com,"@vox_es ¿Esto es un hilo sobre el caso Arandina? Quién lo diría,
sí es así, ¿por qué no mencionan al Diputado Ángel López Maraver que pidió cadena perpetua para los chicos sin esperar la sentencia del recurso?
Soy de VOX, y mi voto es para VOX, pero esto que se ha hecho es una canallada.",2201623465,vox_es,1209062912976990209,BonitaEspana,916401484841082880
13,1.2083740113963459e+18,,,1209004298102878208,False,False,3,Twitter for Android,,2201623465.0,1208374011396345856,False,0,False,es,http://twitter.com/download/android,"@vox_es 2-no os pronunciais en el caso #arandina  porque a vuestros ojos fascistas encarnan la imagen de buenos chicos muy mucho españoles. si fueran inmigrantes ya los hubierais mandado al paredon.a nostras nos VIOLAN hombres, no pasaportes!",2201623465,vox_es,1209004298102878208,ladymadrizfree,3020466791
14,,,,1205546676322107392,False,False,0,TweetDeck,False,,,False,1,False,es,https://about.twitter.com/products/tweetdeck,"Los vecinos de Aranda de Duero se movilizan en defensa de los exjugadores de la Arandina condenados por violación
https://t.co/iW3DPvM2vl",,,1205546676322107392,El_Plural,158313996
15,1.2066206220649021e+18,,,1206657644485853191,False,False,0,Twitter Web App,,598581625.0,1206620622064902144,False,0,False,es,https://mobile.twitter.com,"@COntalvilla @rouco64 38 años de prisión (José Bretón 40 años) considerando que ha sido agresión sexual, cuando ella continuamente defiende que ni intimidación, ni nada, voluntario,es abuso sexual(menor aunque consienta,abuso). Se critica la desproporción.
Si eres extranjero: 10 años (manada Manresa)",598581625,COntalvilla,1206657644485853191,Blanca1374,4448336117
16,,,,1205400677758820353,False,False,6,Twitter Web App,False,,,False,3,False,es,https://mobile.twitter.com,"🔴DIRECTO| @AGUSTINMART, abogado de 'La Manada', sobre la condena a los exjugadores de la Arandina: “Hay una condena porque hay un cierto pavor por parte de algunos miembros de la autoridad judicial a ser la portada del periódico de mañana y ser tachado de misógino”

#ESPejo13D https://t.co/64NOTBQwLY",,,1205400677758820353,EspejoPublico,69036854
17,,,,1209135835918020608,False,False,0,Twitter Web Client,False,,,False,0,False,es,http://twitter.com,VOX CASO ARANDINA BULO ANGEL LOPEZ https://t.co/V7cknni75Y vía @YouTube,,,1209135835918020608,AntonioJoseMuo6,1070061149503279105
18,1.2066423384974664e+18,,,1206650137965187072,False,False,0,Twitter for iPhone,,331757119.0,1206642338497466370,False,0,False,es,http://twitter.com/download/iphone,"@LizaThornfield @HathorSelk @VictorSabater4 @EugeniodOrs_ Es un delito para 38 años. Bueno, son varios delitos. La pena es que solo van a cumplir 20 como máximo.
A ver que dice el recurso, igual no son no 20.",331757119,LizaThornfield,1206650137965187072,MayoriaSilenci1,1860180697
19,,,,1206589799487938560,False,False,4,TweetDeck,False,,,False,2,False,es,https://about.twitter.com/products/tweetdeck,A la espera de la vistilla sobre el ingreso en prisión de los exjugadores de la Arandina https://t.co/zvDOcvvyDd,,,1206589799487938560,La_SER,43910684
20,1.2091845178876027e+18,,,1209185094679891968,False,False,0,Twitter for Android,,839761532.0,1209184517887602688,False,0,False,es,http://twitter.com/download/android,"@Paterbubo @Cazafalacias1 @roslightnovels @NextIGuess Precisamente. Lo irónico de todo esto es eso, q los más fachas son los q más braman con la sentencia de La Arandina. Con la legislación q proponía la izquierda no habría habido caso 😅😅😅 Ahora a acatar vuestra propia ley. A mí me parece VOMITIVO, pero es mi opinión personal 👍",839761532,Paterbubo,1209185094679891968,marimisterios,1163501225104629763
21,1.2083471708621865e+18,,,1209091660220715008,False,False,0,Twitter for Android,,224992975.0,1208347170862186502,False,0,False,es,http://twitter.com/download/android,"@jotae1e @jesuko11 @DefensorGc @CristinaSegui_ @Javihh33 Pero si buscas víctima arandina es posible que te salga, aunque no pongas la palabra desnuda.",224992975,jotae1e,1209091660220715008,liber3volution,109065225
22,,,,1209269086959611909,False,False,76,Twitter for Android,True,,,False,10,False,es,http://twitter.com/download/android,"Este tío es muy bueno. Sobre el caso Arandina, @InocenteDuke https://t.co/JyKdGPk16f",,,1209269086959611909,roma_gallardo,3003055095
23,,,,1206710368518778884,False,False,0,Twitter for Android,False,,,False,0,False,es,http://twitter.com/download/android,"Explicación magistral de ña sentencia del caso Arandina. Por Isaac Parejo
Bravo. Vean el video. https://t.co/JMAuDFURwZ",,,1206710368518778884,kinsale44,777172146120454144
24,1.206651837438464e+18,,,1206665189103472645,False,False,1,Twitter for Android,,1.1950897200590602e+18,1206651837438464001,False,0,False,es,http://twitter.com/download/android,@achapilator Vamos una aberración. Si caes en un juzgado puedes salir con 38 años de condena y en otro con 12 por los mismos hechos y en otro incluso absuelto. No es justicia es una verdadera sin razón.,1195089720059060224,achapilator,1206665189103472645,ElHispano77,2556480776
25,,,,1206559603376492545,False,False,0,Besocy_Oficial,False,,,False,0,False,es,http://besocy.com,Caso #Arandina: Un pueblo partido por la banda https://t.co/2M3Queotwe https://t.co/0vmPmy6TCz,,,1206559603376492545,ABC_CastyLeon,224577691
26,,1.2087561603603087e+18,1208756160360308738,1209061892699934720,True,False,1,Twitter Web App,False,,,False,0,False,es,https://mobile.twitter.com,"esto es un lio , la justicia es mala con los de altasu pero buena con los de la arandina .... que lio no? https://t.co/95i2Ii9l8V",,,1209061892699934720,1wiliamn,244511393
27,1.2066414645094523e+18,,,1206642338497466370,False,False,1,Twitter Web App,,1860180697.0,1206641464509452289,False,0,False,es,https://mobile.twitter.com,"@MayoriaSilenci1 @HathorSelk @VictorSabater4 @EugeniodOrs_ No es un delito para 38 años de cárcel metetelo tu en la cabeza , como mucho unos meses ...",1860180697,MayoriaSilenci1,1206642338497466370,LizaThornfield,331757119
28,1.2051012444712182e+18,,,1205103002882859013,False,False,12,Besocy_Oficial,False,19923515.0,1205101244471218177,False,7,False,es,http://besocy.com,"Víctor Rodríguez «Viti», uno de los exjugadores de la Arandina : «Nos ha condenado por la sociedad» https://t.co/kpG91HHJst",19923515,abc_es,1205103002882859013,abc_es,19923515
29,1.2066708409867796e+18,,,1206672702578286592,False,False,0,Twitter Web App,,8.594917658412728e+17,1206670840986779648,False,0,False,es,https://mobile.twitter.com,"@gatoperez1958 @Claudiacatalana A ver, gato
Deduzco que alguien se ha manifestado por el caso arandina ¿no? 
Joder, poned un enlace decente, que pueda leer y dar una opinión 
Lo de romper rodillas es mear fuera del tiesto",859491765841272833,gatoperez1958,1206672702578286592,joke_rolho,827457121058947074
30,1.2066650229545247e+18,,,1206695208571867142,False,False,2,Twitter for Android,,1.0775692502424986e+18,1206665022954524672,False,0,False,es,http://twitter.com/download/android,"@unworthyunicor2 @michiki_ta No con cualquier MENOR. Es ilegal una relación sexual consentida con menores de 16. En este caso fue un delito por culpa de unos días: fue una relación sexual consentida, y buscada después de 35 llamadas perdidas, con una menor de 15 años y pico. Se merece 38 años de cárcel? No.",1077569250242498560,unworthyunicor2,1206695208571867142,Tu_alta_voz,2980940518
31,1.2064482934101688e+18,,,1206680249028825089,False,False,0,Twitter for Android,,2704215811.0,1206448293410168832,False,0,False,es,http://twitter.com/download/android,@pallaron12 @cabeza_turco A este no le meterán 38 años no!!!,2704215811,pallaron12,1206680249028825089,Eddie74pb,912788748454256643
32,1.205093691557372e+18,,,1205101244471218177,False,False,7,Besocy_Oficial,False,19923515.0,1205093691557371907,False,2,False,es,http://besocy.com,"Caso Arandina, ¿qué pasó y por qué han sido condenados los exfutbolistas a 38 años de prisión? https://t.co/QMGum6Ajsc",19923515,abc_es,1205101244471218177,abc_es,19923515
33,,,,1206589593912565761,False,False,4,Torcedores.com,False,,,False,3,False,pt,http://torcedores.com,Goleiro Dias morre aos 38 anos após passar mal em jogo de society - https://t.co/hEmnVerxB7 https://t.co/i7SAomT0Ma,,,1206589593912565761,Torcedorescom,1419036458
34,1.209015819692327e+18,,,1209088085595701248,False,False,1,Twitter Web App,,2201623465.0,1209015819692326913,False,0,False,es,https://mobile.twitter.com,@vox_es @Santi_ABASCAL @abc_es Hay que respetar y acatar las sentencias VOX...al igual que el caso de La Arandina y La Manada.¿Recordais?máximo respeto a la independencia del PoderJudicial.. ¿No dijisteis eso?Menos agitar banderitas y más cojones.¿En serio aún no habeis hablado con R. Monasterio y Angel López?,2201623465,vox_es,1209088085595701248,calidadformaci1,776839155091435520
35,1.2090194444057108e+18,,,1209020304154091526,False,False,1,Twitter Web App,,9.15466799159894e+17,1209019444405710848,False,1,False,es,https://mobile.twitter.com,"@ATCoco2017 @PabloMIturrieta ¿Usted ha estado en Iowa?¿Conoce al ciudadano medio de allí? Se lo digo porque si conoce a algún ciudadano le pregunte su opinión al respecto, yo lo he hecho...y más o menos piensan lo que muchos de nosotros sobre la sentencia del Arandina...",915466799159894016,ATCoco2017,1209020304154091526,blythe_club,305082200
36,,,,1206552051833962496,False,False,0,TweetDeck,False,,,False,0,False,es,https://about.twitter.com/products/tweetdeck,"Dos de los tres exjugadores de La Arandina, condenados a 38 años de cárcel por agredir sexualmente en grupo a una menor, vuelven a reiterar su inocencia https://t.co/aJUBNdtMmg",,,1206552051833962496,cuatro,106397073
37,,,,1205104225203687426,False,False,1,Besocy_Oficial,False,,,False,0,False,es,http://besocy.com,"Caso Arandina | Los condenados del «caso Arandina»: «No somos violadores, somos unos pardillos» ➡ Los tres exfutbolistas del club critican la sentencia que les condena a 38 años de prisión https://t.co/PYLrWbH4gj https://t.co/xONDeLTXJP",,,1205104225203687426,larazon_es,112694236
38,,,,1206664953039654912,False,False,2,Twitter for Android,,,,False,0,False,es,http://twitter.com/download/android,"La reacción al caso de la Arandina me reafirma en algo que ya sabía. La derecha es capaz de mover sus ""principios"" lo que haga falta (en este caso justificar la violación de menores) con tal de defender sus verdaderos principios: su ""derecho"" a robar, violar y matar.",,,1206664953039654912,Midder,14253583
39,1.2066948897418568e+18,,,1206695209888878594,False,False,0,Twitter Web App,,1167119100.0,1206694889741856768,False,0,False,es,https://mobile.twitter.com,@Kike94M @SanchoSomalo @jonathanmartinz Discutir por ejemplo la sentencia de la Arandina te parece odio? Por poner un ejemplo,1167119100,Kike94M,1206695209888878594,soprano1975,1204774421426319360
40,,,,1209221163114729472,False,False,2,Twitter for Android,False,,,False,0,False,es,http://twitter.com/download/android,"📌 Temporada 19/20
🏆 3a. División G8
🗓️ Jornada 19   22/12/19
🆚 @CDMirandes B
⚽ @FranAdeva10 
⚽ Diego Rubio
⚽ Fer Rubio
⚽ @alvarobeli96 
⚪🔵 Aupa Arandina ⚪🔵 https://t.co/vDOGfpgehU",,,1209221163114729472,Frankywildstick,749236780122181632
41,,,,1205102858137481218,False,False,11,Besocy_Oficial,False,,,False,10,False,es,http://besocy.com,#Deportes | «Caso Arandina». Uno de los condenados amenaza con filtrar los mensajes de la menor ➡ Carlos Cuadrado asegura que la menor hizo a sus amigas comentarios del tipo «nadie me violó» o «no ha sido ninguna violación» https://t.co/GqT2BP3oue https://t.co/Hoaz87i9ew,,,1205102858137481218,larazon_es,112694236
42,1.2091507413881528e+18,,,1209151969018994690,False,False,1,Twitter for Android,,9.063877465745531e+17,1209150741388152832,False,0,False,es,http://twitter.com/download/android,"@Mariana48190681 @lavecinadearri3 @Genu31759908 @Marcos19805 @JuanfraEscudero Con todas te incluyes, creo que la chica que denunció a los de Arandina es más madura que tú. Pero me van a salir las Navidades gratis",906387746574553088,Mariana48190681,1209151969018994690,SilviaBueu,2952949222
43,,,,1206061318953934848,False,False,12,Besocy_Oficial,False,,,False,3,False,es,http://besocy.com,"El conocido como 'negro de Vox', Bertrand Ndongo, ha vuelto a ser noticia tras causar un importante revuelo en redes tras la sentencia del Caso Arandina: ""¿Qué es eso de niña menor? La ley desampara a varones"" 👇 https://t.co/JMwv2tIpor",,,1206061318953934848,COPE,9706822
44,1.2054007383457382e+18,,,1205570497758531586,False,False,0,Twitter for Android,,316572612.0,1205400738345738240,False,0,False,es,http://twitter.com/download/android,"@MadreDeTragonas Offtopic: no se debería mezclar el nombre de la Arandina con estos delincuentes. Es el equipo en el que jugaban, nada más. Tan pronto fueron detenidos, el club les expulsó inmediatamente, condenando cualquier tipo de violencia sexual y poniéndose a disposición de la víctima.",316572612,MadreDeTragonas,1205570497758531586,cristobal297,439326050
45,,,,1205380861375459328,False,False,0,Twitter for Android,False,,,False,0,False,es,http://twitter.com/download/android,"Muy importante conocer qué es intimidación ambiental....un paso al menos
https://t.co/nFXyPTqrUC",,,1205380861375459328,MDoloresHernan1,487692905
46,,,,1206687949435351040,False,False,14,TweetDeck,False,,,False,15,False,es,https://about.twitter.com/products/tweetdeck,Caso Arandina: por qué te pueden caer años de cárcel si difundes los audios de la víctima https://t.co/uRwhommtY2,,,1206687949435351040,elconfidencial,17229160
47,1.2088452251264532e+18,,,1209382152657346560,False,False,1,Twitter for Android,,581125528.0,1208845225126453248,False,0,False,es,http://twitter.com/download/android,"@ecosdetii @V3N3R34 @ragnampaisser @paquet57 @Piaras12 @CristinaSegui_ @LaFallaras @todoesmentiratv Pues el caso no es porque sea extranjero, la sustentacion dice que se absuelve porque la chica tenia madurez de 17 y el madurez inferior... Siguiendo esa jurisprudencia, la chica del caso Arandina que tenia se ufanaba de sus conquistas sexuales, no tenia madurez suficiente?",581125528,ecosdetii,1209382152657346560,MagicamenteMaga,831977221
48,1.2067025925518008e+18,,,1206703053635756034,False,False,0,Twitter for Android,False,1390729880.0,1206702592551800832,False,0,False,es,http://twitter.com/download/android,"@davhierro @unoquienquiera Y tan digeridas porque hay que tener estómago para decir esto 
Si le soy sincero 38 años son una barbaridad 
Pero ustedes en vez de proponer en sede parlamentaria reformar el código penal 
Llaman fulana a la víctima https://t.co/h3O7R1wLXN",1390729880,davhierro,1206703053635756034,europeancitize,2907114689
49,,,,1208965321526255616,False,False,0,Facebook,False,,,False,0,False,es,http://www.facebook.com/twitter,VOX PIDE LA PERMANENTE A LOS DEL ARANDINA ¿Llega la Veleta Verde? https://t.co/r28BEBzl9F,,,1208965321526255616,Gaiatero,212313626
50,,,,1209355301096431617,False,False,0,Twitter for Android,False,40046671.0,,False,0,False,es,http://twitter.com/download/android,"@JPAFS John, seria interesante escuchar tu postura sobre el caso arandina y su insolita sentencia judicial. Y luego de eso saber que opinas sobre la increible postura de Vox sobre dicha sentencia. Te mando un capture de lo dicho por Vox sobre la SJud... https://t.co/O5R9iI6kvX",40046671,JPAFS,1209355301096431617,Danilinz9,991250569
51,,,,1205537838642745345,False,False,0,Hootsuite Inc.,False,,,False,0,False,es,https://www.hootsuite.com,🔴 La Audiencia Provincial de Burgos decidirá el miércoles si los tres exjugadores de la Arandina ingresan en prisión 👉 https://t.co/lTQ5bcvQQ6,,,1205537838642745345,LaGacetaSA,169542449
52,1.2086933399875584e+18,,,1208922629043884033,False,False,0,Twitter for iPhone,,3238694319.0,1208693339987558400,False,0,False,es,http://twitter.com/download/iphone,@antoniojrod72 Los 38 años de la Arandina son una vergüenza judicial.,3238694319,antoniojrod72,1208922629043884033,ticodbz,52013504
53,,,,1205079852606468096,False,False,32,TweetDeck,False,,,False,23,False,es,https://about.twitter.com/products/tweetdeck,Condenados los tres exjugadores de la Arandina a 38 años de cárcel por agresión sexual a una menor. Además se ha fijado una indemnización de 50.000€ y medidas de prohibición de comunicación con la víctima. También libertad vigilada durante 10 años https://t.co/ly7GfiwPmO https://t.co/sH5fzrEllD,,,1205079852606468096,eldiarioes,535707261
54,1.2065807450383688e+18,,,1206589705829199872,False,False,0,Twitter for Android,,895049654.0,1206580745038368770,False,0,False,es,http://twitter.com/download/android,"@josele_em ""El Chicle"", "" el del ascensor"", ""los del Arandina"" etc etc si señor.",895049654,josele_em,1206589705829199872,joseriesgo1,1488567246
55,1.2067024554692813e+18,,,1206702999374053379,False,False,0,Twitter for Android,,9.865120046335795e+17,1206702455469281280,False,0,False,es,http://twitter.com/download/android,@OviedinAlma @RealOviedo @vamos Hace 38 años en Primera y ayer mismo follados por el Cádiz. Qué pena!!!,986512004633579520,OviedinAlma,1206702999374053379,Aridanekadista_,740338036299436034
56,,,,1205555486222962689,False,False,1,TweetDeck,False,,,False,4,False,es,https://about.twitter.com/products/tweetdeck,El tribunal hace justicia en el caso Arandina y el abogado de La Manada cuestiona la decisión https://t.co/7Npm5I9w9b,,,1205555486222962689,El_Plural,158313996
57,,1.20519361636642e+18,1205193616366419970,1205396336088174592,True,False,1,Twitter Web App,False,,,False,0,False,es,https://mobile.twitter.com,Terror. #Arandina https://t.co/nigUcIrNb4,,,1205396336088174592,FMugika,3002753867
58,,,,1205110659148648451,False,False,12,Hootsuite Inc.,False,,,False,12,False,es,https://www.hootsuite.com,"La sentencia contra los jugadores de La #Arandina muestra lo que pudo haber sido la condena contra #LaManada, por @SabelaRulinha https://t.co/nDMeUuxR0v https://t.co/IOnvGWoPUZ",,,1205110659148648451,_infoLibre,603884167
59,,,,1206695500432510976,False,False,0,Twitter Web Client,False,,,False,0,False,pt,http://twitter.com,"Não conheço metade pois 38 anos. Vou tentar ouvir o que me parece bom. Tem Madonna, Taylor, Lizzo, Solange, Coldplay (!!!), Lana muito bem posicionada. E adivinha a n. 1? Claro, ela mesma. A adolescente. 

The 50 best albums of 2019 https://t.co/YtFZ3fqxKk via @NME",,,1206695500432510976,dimolina,64917495
60,,,,1205427147306885121,False,False,11,Besocy_Oficial,False,,,False,0,False,es,http://besocy.com,"VÍDEO @EspejoPublico | Caso Arandina: La abogada Beatriz de Vicente asegura que ""la sentencia se ajusta a derecho"" https://t.co/70Z6FeJhbU",,,1205427147306885121,A3Noticias,145992645
61,,,,1205391378466922496,False,False,71,Besocy_Oficial,False,,,False,40,False,es,http://besocy.com,"""¿Proporcionalidad?"": Herrera compara la sentencia de la Arandina con las de Rodrigo Lanza o José Bretón. Escucha ya su monólogo de este viernes en @HerreraenCOPE https://t.co/axVoxaDJqE",,,1205391378466922496,COPE,9706822
62,,1.2066532177040343e+18,1206653217704034304,1206672736497602561,True,False,0,Twitter for Android,False,,,False,0,False,es,http://twitter.com/download/android,4 años y es reincidente? Los de la #Arandina flipando en colores https://t.co/hxltkTXpHO,,,1206672736497602561,gallifantas,551911433
63,,,,1205120187026092033,False,False,73,Echobox,False,,,False,25,False,es,https://www.echobox.com,La condena a los jugadores de la Arandina desata la indignación al compararla con Rodrigo Lanza https://t.co/HHaFMwG1aM,,,1205120187026092033,okdiario,3439292716
64,1.206641814859649e+18,,,1206695283863834624,False,False,0,Twitter for Android,,301308940.0,1206641814859649024,False,0,False,es,http://twitter.com/download/android,"@RubenSanchezTW La indignación es por el castigo excesivo de 38 años no por la condena, sobretodo sabiendo en qué plan iba la chica. Siempre cuentas las cosas a medias, y eso porque eres un agitador activista, te da igual la verdad.",301308940,RubenSanchezTW,1206695283863834624,euroFrugal,1069918108184399872
65,,,,1206695499887038464,False,False,3,TweetDeck,False,,,False,4,False,es,https://about.twitter.com/products/tweetdeck,#LoMásLeído Alfonso Ussía y una fundadora de VOX difunden datos personales de la víctima del Arandina https://t.co/Z7K7I9QiwA,,,1206695499887038464,El_Plural,158313996
66,,,,1206710482779947010,False,False,0,Twitter for iPhone,,,,False,0,False,es,http://twitter.com/download/iphone,"Francamente alucino con las contradicciones en los argumentos que se dan sobre el caso de los jugadores de la Arandina, así como con lo absurdo de la legislación vigente. Hilo va 👇.",,,1206710482779947010,jorloplaz,374582763
67,,,,1205819621485490178,False,False,5,Besocy_Oficial,False,,,False,3,False,es,http://besocy.com,"La #OpiniónA3N de @Alfonso_Egea, sobre el caso Arandina: ""Conviene reflexionar por qué se ha llegado a una condena tan alta en un delito de agresión sexual"" https://t.co/6tm9X8SY8F",,,1205819621485490178,A3Noticias,145992645
68,1.2065841915776614e+18,,,1206672680914735106,False,False,0,Twitter for Android,,196572692.0,1206584191577661442,False,0,False,es,http://twitter.com/download/android,@OndaCero_es @julia_otero Viendo algunos comentarios a algunos les parece poca condena 38 años por una felación. Quieren cadena perpetua?. Se observa que el movimiento feminazi sigue avanzando.,196572692,OndaCero_es,1206672680914735106,Jucaro60,863720390
69,,,,1209136627429335045,False,False,1,Hootsuite Inc.,False,,,False,2,False,es,https://www.hootsuite.com,"El pasado viernes emitimos el programa titulado:
""Caso Arandina, ¿Locura judicial?""

Puedes verlo en nuestro canal de YouTube:
https://t.co/nRq2PDhgDq

Con José Luis Escobar y Pedro Gallego.

¡y esta noche, más criterios en Demos TV!",,,1209136627429335045,demos_libertad,1165573798667702272
70,,,,1205399857093128192,False,False,0,Twitter Web App,False,,,False,1,False,es,https://mobile.twitter.com,"Analizamos la sentencia a los exjugadores de la Arandina, 38 años de cárcel por violación

#ESPejo13D

▶ https://t.co/Ahwoln6S4m https://t.co/0I2KKhitjK",,,1205399857093128192,EspejoPublico,69036854
71,,,,1206515929254912000,False,False,3,Twitter Web App,False,,,False,1,False,es,https://mobile.twitter.com,"🎥VÍDEO| Nuestra compañera Ester Alonso ha hablado con el padre de la víctima del caso Arandina: ""No entendemos las concentraciones a favor de los acusados. A partir de ahora vamos a tomar medidas legales""

#ESPejo16D ▶ https://t.co/CdeaGxOKoK https://t.co/24yFFVUbxa",,,1206515929254912000,EspejoPublico,69036854
72,1.206657222698324e+18,,,1206657801969381378,False,False,3,Twitter for Android,,242232014.0,1206657222698323971,False,0,False,es,http://twitter.com/download/android,"@perillas55 Claro, con 3 añitos en la cárcel vale... Pero que ella esté toda su vida señalada con el dedo coño ""la guarra del Arandina"" es poco, a que si? Y si fuera tu hermana, tu prima, o tu hija? Sería una pena desproporcionada?",242232014,perillas55,1206657801969381378,Miriam_Tous,283223002
73,1.2091727434486784e+18,,,1209173581088858113,False,False,0,Twitter for Android,,1.1154266334590771e+18,1209172743448678400,False,0,False,es,http://twitter.com/download/android,"@Cazafalacias1 @Paterbubo @roslightnovels @NextIGuess En primer lugar, se escribe di. En segundo lugar, llama ""guarrilla"" a la niña de 15 años del caso Arandina. Una víctima de abusos sexuales sin la edad legal para el consentimiento sexual. Es misógino. En el vídeo de 10 consejos dibuja una polla mientras finge apuntarlos. Sigo?",1115426633459077120,Cazafalacias1,1209173581088858113,marimisterios,1163501225104629763
74,,,,1209376946804678657,False,False,5,Twitter for iPad,False,,,False,4,False,es,http://twitter.com/#!/download/ipad,Los audios que el tribunal del caso Arandina descartó y que se difundieron en redes para desacreditar a la víctima. Fueron amplificados por responsables políticos y medios de comunicación. Deleznable! https://t.co/ntxcpNbFxw,,,1209376946804678657,Carmen10P,229239112
